match_id,Radiant,Dire,radiant_assists,radiant_barracks,radiant_denies,radiant_gpm,radiant_healing,radiant_hero_damage,radiant_kills,radiant_last_hits,radiant_total_levels,radiant_tower_damage,radiant_tower_status,radiant_xpm,dire_assists,dire_barracks,dire_denies,dire_gpm,dire_healing,dire_hero_damage,dire_kills,dire_last_hits,dire_total_levels,dire_tower_damage,dire_tower_status,dire_xpm,first_blood,match_duration,radiant_winner
4064708096,Team Liquid,Mineski,95,63,33,2165,4415,91446,33,639,89,11303,1972,2551,32,15,48,1911,2840,54795,20,648,79,3213,1572,2011,167,1796,1
4064721264,OG,Fnatic,51,63,30,2222,7840,55200,23,701,85,14750,1983,2342,16,12,53,1667,1620,38627,11,577,75,2575,1536,1828,185,1740,1
4064786062,Team Liquid,Mineski,82,63,49,2231,3029,94148,37,552,93,20176,1974,2496,48,0,49,1629,1650,57666,19,548,79,1871,1536,1890,0,1891,1
4064786780,Winstrike,Evil Geniuses,18,50,35,1599,1981,50867,12,572,81,5191,1536,1929,66,63,48,2314,14091,85660,36,754,95,15101,1846,2562,0,1954,0
4064796732,Fnatic,OG,39,63,34,2508,6101,84344,24,1167,108,17395,1844,2827,25,0,34,1775,481,84314,12,839,92,3381,0,1993,159,2303,1
4064812973,VGJ Thunder,Invictus Gaming,32,63,24,2178,1060,31844,17,628,80,11464,1974,2293,8,51,56,1870,0,29680,7,650,73,3314,1796,1997,228,1526,1
4064851344,Newbee,Virtus.pro,44,3,34,2047,950,102053,21,1336,114,1473,512,2239,91,63,58,2462,7952,99483,44,1321,122,16639,1972,2828,119,3227,0
4064854156,Vici Gaming,paiN Gaming,61,59,30,2136,17445,83869,32,1100,112,8479,518,2398,56,63,53,2537,2319,108716,29,1398,117,13845,1572,2646,6,2904,0
4064867263,OpTic Gaming,Team Serenity,68,63,97,2216,7564,73495,32,839,101,12051,2047,2666,43,51,32,1726,400,63474,20,769,86,31,262,2013,136,2080,1
4064872015,TNC Predator,VGJ Storm,52,63,43,2301,221,126907,26,1560,116,13267,262,2234,80,61,37,2599,7562,113623,38,1847,123,8246,1824,2841,241,3622,0
4064938488,Newbee,Virtus.pro,29,19,52,1794,385,45473,16,665,82,3583,1542,1960,73,63,28,2485,1730,57909,33,661,95,12814,1972,2659,73,1867,0
4064970428,VGJ Storm,TNC Predator,58,63,63,2165,3990,47294,19,404,63,17447,1983,1972,22,12,20,1544,2031,31635,11,378,57,1660,1536,1679,139,1254,1
4064993264,Team Liquid,Winstrike,50,63,50,2357,5314,45808,28,517,76,11667,1974,2458,22,59,34,1580,735,42454,9,632,60,1640,1540,1689,42,1364,1
4065016209,PSG.LGD,Fnatic,58,63,54,2452,2436,88246,21,1201,109,20722,1846,2416,42,2,38,2149,5163,76278,20,1083,103,2850,512,2170,117,2611,1
4065017593,OG,Invictus Gaming,66,63,28,2195,1919,80435,25,980,110,13261,1974,2467,22,51,26,1806,11984,70236,16,1103,99,1732,1796,2027,81,2613,1
4065042825,Winstrike,Team Liquid,38,60,48,1691,1268,68365,19,833,88,5756,1824,1817,43,63,43,2256,8169,64686,25,996,106,12780,1844,2634,133,2314,0
4065077879,VGJ Thunder,Mineski,71,63,28,2113,2338,83798,28,803,103,18025,1828,2526,20,50,45,1911,3558,54621,10,898,88,5492,384,1907,171,2258,1
4065083072,Fnatic,PSG.LGD,40,2,43,1918,671,66381,23,904,99,1345,1536,2335,53,63,28,2348,2800,80827,28,1028,108,20872,1974,2683,137,2334,0
4065084843,OG,Invictus Gaming,64,63,31,2410,8379,101017,36,848,110,11166,1830,2965,80,48,40,2013,2760,103979,40,748,106,5001,384,2794,113,2261,1
4065124105,VGJ Storm,Newbee,44,63,37,2318,13546,46220,21,834,92,13689,1974,2421,24,48,36,1731,560,55196,13,751,78,3817,1536,1843,129,1908,1
4065129977,TNC Predator,Team Serenity,29,0,37,1696,3128,60377,9,758,87,5251,1536,1822,95,63,42,2406,560,116140,36,1207,110,17779,2020,2784,74,2346,0
4065140946,Virtus.pro,paiN Gaming,70,48,75,2243,2091,111722,34,1175,115,5766,1536,2607,85,31,33,2526,8816,112387,37,1361,119,14186,1574,2730,135,3161,0
4065164937,VGJ Storm,Newbee,26,0,43,2068,8891,53532,12,1277,104,4780,1536,2171,104,63,82,2445,2326,95055,43,1057,117,19157,1956,2779,0,2709,0
4065175507,Team Secret,OpTic Gaming,64,63,61,2038,4523,56402,29,535,76,6294,1982,2112,18,63,30,1337,2554,30594,9,411,58,2527,1924,1361,80,1605,1
4065178894,TNC Predator,Team Serenity,104,0,53,2680,3402,160261,41,1863,125,16883,1536,2694,61,48,35,2600,335,136512,28,1571,119,22347,256,2524,76,3596,1
4065192690,Winstrike,Fnatic,75,59,53,2156,1438,125279,29,1350,120,5266,256,2503,81,63,45,2349,8884,113203,40,1194,121,14291,1828,2498,3,3340,0
4065211201,Evil Geniuses,Team Liquid,71,0,59,1953,720,89072,34,777,109,3612,0,2480,88,63,35,2402,4601,115476,45,846,113,17901,1846,2692,91,2529,0
4065211218,OG,VGJ Thunder,107,63,38,2580,29857,155388,41,1335,122,15992,1958,2793,83,0,32,2193,12379,167214,40,1249,119,7038,1024,2642,134,3148,1
4065229720,PSG.LGD,Invictus Gaming,61,63,33,2561,6004,73370,35,1112,116,13108,1830,2967,36,48,73,2104,1996,76550,18,962,101,5144,1280,2271,99,2411,1
4065251250,Fnatic,Winstrike,26,0,57,1890,3109,62435,12,936,93,3030,0,1899,66,63,58,2493,2761,92711,42,1001,112,23599,1974,2906,135,2455,0
4065260154,Team Liquid,Evil Geniuses,93,63,40,2114,12205,91825,45,530,97,10882,1972,2838,47,51,46,1595,11853,70630,17,469,73,2644,1924,1670,108,1807,1
4065268827,OG,VGJ Thunder,43,63,76,2350,1255,42759,28,386,61,7851,2047,2299,8,63,12,1310,0,21258,6,247,42,78,1798,1305,2,1019,1
4065281130,Invictus Gaming,PSG.LGD,62,2,43,1869,144,80761,29,830,97,1914,1536,2170,48,63,50,2405,2248,84683,26,901,106,19258,1976,2632,41,2347,0
4066499119,TNC Predator,Team Secret,33,0,44,1967,1773,83918,15,1206,99,4765,1536,2036,75,63,26,2509,10108,80739,30,1159,113,22038,1828,2611,137,2610,0
4066499349,VGJ Storm,Team Serenity,63,63,65,2521,5212,85969,38,971,107,16540,2047,2794,24,48,36,1562,810,43037,12,728,85,166,1792,1831,113,2202,1
4066505440,OpTic Gaming,paiN Gaming,86,63,56,2175,10548,88785,43,799,114,11107,1830,2627,52,63,31,2097,1304,86960,21,1028,106,4976,4,2271,186,2610,1
4066517897,Virtus.pro,Vici Gaming,30,63,42,1740,603,32350,11,624,74,1965,1956,1917,62,63,52,2133,200,56693,30,768,88,5366,1974,2572,17,1672,0
4066597494,Vici Gaming,Virtus.pro,62,63,36,2103,19946,72529,29,872,102,8794,1844,2462,69,63,47,1933,3720,82540,28,791,96,3920,1796,2168,114,2335,1
4066598139,VGJ Storm,Team Serenity,81,63,41,2372,3024,58261,35,568,87,11704,1982,2704,17,51,25,1523,368,41341,10,489,64,2869,1796,1591,5,1543,1
4066608591,Team Secret,TNC Predator,102,63,64,2183,11589,95777,41,946,105,17940,1975,2550,32,0,24,1862,565,76226,17,832,94,1981,1536,2057,0,2305,1
4066615144,paiN Gaming,OpTic Gaming,69,0,31,2271,5191,95465,30,1013,115,4924,1536,2649,117,63,53,2616,2960,137531,51,1236,121,18009,1956,2964,88,2848,0
4066666471,Evil Geniuses,Fnatic,68,31,40,2257,10979,95908,36,796,112,17155,1590,2721,52,12,34,1705,1411,98886,30,721,94,6332,1536,2009,23,2446,1
4066670110,PSG.LGD,Mineski,63,63,36,2527,1847,97510,34,1260,115,10354,1972,3026,39,51,24,1851,893,87752,18,1012,99,4953,1796,2157,297,2457,1
4066688247,Winstrike,OG,74,63,34,2372,1749,63247,36,525,81,16409,1982,2551,17,56,31,1543,5572,36372,9,483,60,2521,1536,1556,0,1488,1
4066704198,Team Liquid,VGJ Thunder,74,63,38,2220,9871,79471,34,716,101,9636,1855,2766,37,51,38,1752,360,57433,19,637,83,2620,1924,1929,130,2010,1
4066751467,OG,Winstrike,73,51,34,2267,1552,121402,34,1227,120,9943,1542,2656,78,63,32,2346,5430,108253,43,1224,119,9775,1540,2830,92,2954,1
4066759760,Fnatic,Evil Geniuses,40,15,46,1464,960,43510,17,495,75,2389,1572,1701,83,63,43,2337,895,76465,35,732,97,9748,2044,2607,97,1947,0
4066760701,Mineski,PSG.LGD,56,0,37,2082,511,92351,20,699,87,1618,0,2199,67,63,60,2430,20535,77312,37,753,102,24824,1854,2896,176,1957,0
4066775838,VGJ Thunder,Team Liquid,72,51,29,1890,11942,89781,27,901,98,1875,1798,2444,67,63,35,2288,1012,102606,40,775,106,6425,2038,2862,2,2144,0
4066822873,Team Secret,Newbee,92,35,47,2402,203,180462,35,1764,125,9701,4,2471,116,61,61,2565,25739,138699,48,2117,125,16965,1568,2512,22,4748,0
4066823822,OpTic Gaming,Vici Gaming,74,63,96,2328,1118,86823,37,737,99,15397,1983,2594,36,48,21,1711,725,54164,14,762,88,633,1536,2050,156,2065,1
4066831697,paiN Gaming,Team Serenity,35,59,56,1585,0,79885,15,501,78,1823,1792,1787,72,63,61,2249,13252,72263,40,770,102,7907,2038,2834,186,1964,0
4066838505,VGJ Storm,Virtus.pro,59,0,50,2075,5670,90351,24,1104,108,4969,0,2151,87,63,46,2300,7654,95826,37,907,115,26070,1952,2489,0,2851,0
4066891298,paiN Gaming,Team Serenity,29,48,44,1380,176,46255,13,378,70,466,1920,1745,84,63,79,2594,2897,80102,47,627,96,16608,2039,3162,199,1613,0
4066891674,Vici Gaming,OpTic Gaming,35,0,32,1584,4248,71482,16,685,84,1701,0,1918,74,63,52,2366,14467,96355,31,782,102,20827,2046,2567,85,2093,0
4066909869,VGJ Storm,Virtus.pro,35,3,34,1826,2148,66358,19,823,90,5715,1540,1999,76,63,38,2504,12667,97022,43,971,112,13689,1844,3096,109,2225,0
4066926568,Team Secret,Newbee,82,0,42,2158,2122,122771,37,1397,118,4563,0,2469,94,63,76,2420,6576,93790,33,1204,121,21824,1588,2524,0,3263,0
4066988194,Winstrike,Invictus Gaming,97,59,54,2543,14180,150288,37,1457,125,14662,1542,2655,95,51,27,2411,0,156870,35,1292,122,8951,256,2448,0,3483,1
4066995932,Newbee,OpTic Gaming,38,0,45,1868,4259,65872,20,999,89,2921,1024,2207,56,63,33,2510,2153,79980,33,1002,104,21036,1974,2788,43,2087,0
4067035268,Team Secret,Newbee,47,63,35,2433,2674,75810,19,1274,100,9733,1828,2301,46,15,44,2195,7295,73410,19,1157,101,8088,1590,2135,0,2530,1
4067049273,Winstrike,Invictus Gaming,43,63,47,2014,1046,53546,18,486,78,10205,1846,2161,29,15,45,1777,100,46573,15,533,70,3235,1588,1735,179,1632,1
